Date,Close Price
21-Sep-22,1801.95
22-Sep-22,1771.85
23-Sep-22,1722.25
26-Sep-22,1677.45
27-Sep-22,1679.65
28-Sep-22,1651.05
29-Sep-22,1635.6
30-Sep-22,1678.6
3-Oct-22,1646.05
4-Oct-22,1701.5
6-Oct-22,1710.05
7-Oct-22,1699.3
10-Oct-22,1684.1
11-Oct-22,1673.5
12-Oct-22,1694.4
13-Oct-22,1681.35
14-Oct-22,1688.45
17-Oct-22,1718.8
18-Oct-22,1725.85
19-Oct-22,1698.9
20-Oct-22,1725.25
21-Oct-22,1684
24-Oct-22,1702.55
25-Oct-22,1659.05
27-Oct-22,1631.2
28-Oct-22,1653.3
31-Oct-22,1687.75
1-Nov-22,1708.6
2-Nov-22,1711.1
3-Nov-22,1723.25
4-Nov-22,1801.7
7-Nov-22,1777.45
9-Nov-22,1753.5
10-Nov-22,1700.2
11-Nov-22,1718.25
14-Nov-22,1718.35
15-Nov-22,1705.35
16-Nov-22,1685.75
17-Nov-22,1664.6
18-Nov-22,1654.65
21-Nov-22,1635.2
22-Nov-22,1643.15
23-Nov-22,1635.95
24-Nov-22,1634.15
25-Nov-22,1633.25
28-Nov-22,1653.15
29-Nov-22,1632.2
30-Nov-22,1626.8
1-Dec-22,1639.05
2-Dec-22,1642.95
5-Dec-22,1634
6-Dec-22,1635.25
7-Dec-22,1607
8-Dec-22,1618.1
9-Dec-22,1598.45
12-Dec-22,1591.95
13-Dec-22,1611.2
14-Dec-22,1622.6
15-Dec-22,1603.45
16-Dec-22,1587.2
19-Dec-22,1618.9
20-Dec-22,1615.15
21-Dec-22,1584.75
22-Dec-22,1544.4
23-Dec-22,1497.05
26-Dec-22,1534.95
27-Dec-22,1537.7
28-Dec-22,1524.45
29-Dec-22,1514.9
30-Dec-22,1548.45
2-Jan-23,1552.4
3-Jan-23,1563.25
4-Jan-23,1547.45
5-Jan-23,1468.55
6-Jan-23,1429.9
9-Jan-23,1412.65
10-Jan-23,1413.5
11-Jan-23,1400.1
12-Jan-23,1387.85
13-Jan-23,1391.6
16-Jan-23,1384.3
17-Jan-23,1373.05
18-Jan-23,1366.7
19-Jan-23,1354.65
20-Jan-23,1333.25
23-Jan-23,1332.55
24-Jan-23,1332.9
25-Jan-23,1314.75
27-Jan-23,1314.85
30-Jan-23,1344
31-Jan-23,1343.15
1-Feb-23,1267.3
2-Feb-23,1271.95
3-Feb-23,1337.5
6-Feb-23,1343
7-Feb-23,1351.2
8-Feb-23,1369
9-Feb-23,1400.5
10-Feb-23,1401.35
13-Feb-23,1388
14-Feb-23,1399.7
15-Feb-23,1419.85
16-Feb-23,1426.5
17-Feb-23,1413.9
20-Feb-23,1404.95
21-Feb-23,1393.7
22-Feb-23,1361.3
23-Feb-23,1347.55
24-Feb-23,1358.9
27-Feb-23,1358.25
28-Feb-23,1334.25
1-Mar-23,1344.6
2-Mar-23,1343.4
3-Mar-23,1355.2
6-Mar-23,1381.4
8-Mar-23,1379.95
9-Mar-23,1352.75
10-Mar-23,1328.7
13-Mar-23,1295.9
14-Mar-23,1281.15
15-Mar-23,1282.2
16-Mar-23,1295.2
17-Mar-23,1301.05
20-Mar-23,1245.8
21-Mar-23,1267.35
22-Mar-23,1294.6
23-Mar-23,1290.25
24-Mar-23,1241.05
27-Mar-23,1239.2
28-Mar-23,1223.2
29-Mar-23,1245.3
31-Mar-23,1266.35
3-Apr-23,1282.35
5-Apr-23,1279.35
6-Apr-23,1303.65
10-Apr-23,1304.95
11-Apr-23,1323.35
12-Apr-23,1321.45
13-Apr-23,1340.8
17-Apr-23,1340.25
18-Apr-23,1335.1
19-Apr-23,1331.35
20-Apr-23,1331.6
21-Apr-23,1316.7
24-Apr-23,1319.15
25-Apr-23,1345.95
26-Apr-23,1334.65
27-Apr-23,1359.95
28-Apr-23,1351.35
2-May-23,1349.1
3-May-23,1346.25
4-May-23,1374.05
5-May-23,1359.55
8-May-23,1404.75
9-May-23,1407.9
10-May-23,1413.75
11-May-23,1419.7
12-May-23,1423.4
15-May-23,1421.3
16-May-23,1428.35
17-May-23,1415.3
18-May-23,1415
19-May-23,1415.85
22-May-23,1412.8
23-May-23,1437.55
24-May-23,1426
25-May-23,1427.35
26-May-23,1438.05
29-May-23,1449.65
30-May-23,1465.25
31-May-23,1452.7
1-Jun-23,1450.4
2-Jun-23,1456.55
5-Jun-23,1458.7
6-Jun-23,1475
7-Jun-23,1481.05
8-Jun-23,1467.4
9-Jun-23,1466.05
12-Jun-23,1465.65
13-Jun-23,1487.5
14-Jun-23,1480.25
15-Jun-23,1475.95
16-Jun-23,1508.5
19-Jun-23,1541.9
20-Jun-23,1521.15
21-Jun-23,1519.1
22-Jun-23,1508.5
23-Jun-23,1501.6
26-Jun-23,1508.5
27-Jun-23,1522.4
28-Jun-23,1518.5
30-Jun-23,1527.35
3-Jul-23,1540.65
4-Jul-23,1629.45
5-Jul-23,1614.7
6-Jul-23,1620.1
7-Jul-23,1614.45
10-Jul-23,1598.4
11-Jul-23,1592.5
12-Jul-23,1592.3
13-Jul-23,1616.3
14-Jul-23,1614.05
17-Jul-23,1610.65
18-Jul-23,1617.65
19-Jul-23,1644.15
20-Jul-23,1635.15
21-Jul-23,1631
24-Jul-23,1657.7
25-Jul-23,1648.25
26-Jul-23,1625.65
27-Jul-23,1612.3
28-Jul-23,1584.15
31-Jul-23,1598.35
1-Aug-23,1572.45
2-Aug-23,1526.95
3-Aug-23,1494.9
4-Aug-23,1486.1
7-Aug-23,1507.5
8-Aug-23,1515.95
9-Aug-23,1516.25
10-Aug-23,1519.55
11-Aug-23,1503.05
14-Aug-23,1482.1
16-Aug-23,1469.4
17-Aug-23,1477.15
18-Aug-23,1459.6
21-Aug-23,1478.55
22-Aug-23,1467.5
23-Aug-23,1470.05
24-Aug-23,1469.1
25-Aug-23,1503.8
28-Aug-23,1499.25
29-Aug-23,1504.5
30-Aug-23,1501.8
31-Aug-23,1488.25
1-Sep-23,1513.7
4-Sep-23,1510.05
5-Sep-23,1509.55
6-Sep-23,1519.4
7-Sep-23,1519.3
8-Sep-23,1540.6
11-Sep-23,1549.4
12-Sep-23,1543.65
13-Sep-23,1552.35
14-Sep-23,1550.75
15-Sep-23,1538.35
18-Sep-23,1559.15
20-Sep-23,1551.2
21-Sep-23,1525.3
22-Sep-23,1542.3
25-Sep-23,1576.75
26-Sep-23,1567.95
27-Sep-23,1566.15
28-Sep-23,1539.2
29-Sep-23,1540.45
3-Oct-23,1560.5
4-Oct-23,1532.25
5-Oct-23,1542.45
6-Oct-23,1632.8
9-Oct-23,1620.65
10-Oct-23,1633.15
11-Oct-23,1635.8
12-Oct-23,1634.35
13-Oct-23,1646.2
16-Oct-23,1641.55
17-Oct-23,1657.4
18-Oct-23,1628.4
19-Oct-23,1634.45
20-Oct-23,1635.3
23-Oct-23,1611.8
25-Oct-23,1609.95
26-Oct-23,1559
27-Oct-23,1566
30-Oct-23,1560.5
31-Oct-23,1567.7
1-Nov-23,1573.55
2-Nov-23,1575.7
3-Nov-23,1538.3
6-Nov-23,1564.2
7-Nov-23,1569.75
8-Nov-23,1575.5
9-Nov-23,1583.05
10-Nov-23,1595.95
12-Nov-23,1593.65
13-Nov-23,1585.4
15-Nov-23,1594.05
16-Nov-23,1620.15
17-Nov-23,1615.25
20-Nov-23,1598.35
21-Nov-23,1610.1
22-Nov-23,1622
23-Nov-23,1624
24-Nov-23,1617
28-Nov-23,1654.55
29-Nov-23,1654
30-Nov-23,1674.8
1-Dec-23,1684.85
4-Dec-23,1694.6
5-Dec-23,1693.25
6-Dec-23,1700.1
7-Dec-23,1703.85
8-Dec-23,1710.25
11-Dec-23,1702.95
12-Dec-23,1705.85
13-Dec-23,1683.9
14-Dec-23,1730.95
15-Dec-23,1733.1
18-Dec-23,1723.85
19-Dec-23,1710.15
20-Dec-23,1680.65
21-Dec-23,1668.4
22-Dec-23,1671.45
26-Dec-23,1647.65
27-Dec-23,1669.5
28-Dec-23,1680.15
29-Dec-23,1685.4
1-Jan-24,1674.25
2-Jan-24,1686.6
3-Jan-24,1677.2
4-Jan-24,1701.5
5-Jan-24,1709.25
8-Jan-24,1696.7
9-Jan-24,1681.85
10-Jan-24,1671.95
11-Jan-24,1669.25
12-Jan-24,1651.65
15-Jan-24,1632.35
16-Jan-24,1623.65
17-Jan-24,1584.95
18-Jan-24,1581.1
19-Jan-24,1600.4
20-Jan-24,1579.7
23-Jan-24,1584
24-Jan-24,1620.65
25-Jan-24,1630.2
29-Jan-24,1637
30-Jan-24,1590.95
31-Jan-24,1627.15
1-Feb-24,1621.75
2-Feb-24,1652.15
5-Feb-24,1614.5
6-Feb-24,1597.1
7-Feb-24,1596.9
8-Feb-24,1570.7
9-Feb-24,1571.15
12-Feb-24,1557.35
13-Feb-24,1568.2
14-Feb-24,1579.25
15-Feb-24,1569.45
16-Feb-24,1575.55
19-Feb-24,1620.15
20-Feb-24,1603.5
21-Feb-24,1586.45
22-Feb-24,1593.75
23-Feb-24,1616.6
26-Feb-24,1613.65
27-Feb-24,1599.65
28-Feb-24,1584.1
29-Feb-24,1594.15
1-Mar-24,1613.55
2-Mar-24,1609.6
4-Mar-24,1619.4
5-Mar-24,1550.05
6-Mar-24,1551.6
7-Mar-24,1582.6
11-Mar-24,1599.9
12-Mar-24,1593.1
13-Mar-24,1572.05
14-Mar-24,1564.2
15-Mar-24,1571.9
18-Mar-24,1576.9
19-Mar-24,1581.35
20-Mar-24,1584.35
21-Mar-24,1602.2
22-Mar-24,1587.4
26-Mar-24,1593.35
27-Mar-24,1581.2
28-Mar-24,1643.65
1-Apr-24,1645.85
2-Apr-24,1657.65
3-Apr-24,1639.75
4-Apr-24,1655.2
5-Apr-24,1675.85
8-Apr-24,1689.7
9-Apr-24,1709.6
10-Apr-24,1703.45
12-Apr-24,1698.1
15-Apr-24,1657.3
16-Apr-24,1618.55
18-Apr-24,1594.25
19-Apr-24,1618.7
22-Apr-24,1629.15
23-Apr-24,1620.45
24-Apr-24,1630.45
25-Apr-24,1655.8
26-Apr-24,1597.1
29-Apr-24,1595.45
30-Apr-24,1615.7
2-May-24,1616
3-May-24,1627.1
6-May-24,1611.55
7-May-24,1614.45
8-May-24,1602.7
9-May-24,1563.1
10-May-24,1573.25
13-May-24,1580.85
14-May-24,1575.85
15-May-24,1569.05
16-May-24,1596.1
17-May-24,1584.5
18-May-24,1586.3
21-May-24,1582.45
22-May-24,1584.2
23-May-24,1608.55
24-May-24,1601.25
27-May-24,1595.05
28-May-24,1600
29-May-24,1569.8
30-May-24,1524.15
31-May-24,1528.45
3-Jun-24,1575.85
4-Jun-24,1478.65
5-Jun-24,1518.2
6-Jun-24,1526.45
7-Jun-24,1564.7
10-Jun-24,1565.05
11-Jun-24,1568.25
12-Jun-24,1579.4
13-Jun-24,1590.15
14-Jun-24,1592.4
18-Jun-24,1598.8
19-Jun-24,1594.7
20-Jun-24,1586.25
21-Jun-24,1579
24-Jun-24,1587.2
25-Jun-24,1602.8
26-Jun-24,1600.85
27-Jun-24,1602.8
28-Jun-24,1587.8
1-Jul-24,1580.05
2-Jul-24,1579.9
3-Jul-24,1594.6
4-Jul-24,1583.5
5-Jul-24,1579.8
8-Jul-24,1568.15
9-Jul-24,1581.6
10-Jul-24,1582.6
11-Jul-24,1588.05
12-Jul-24,1597.05
15-Jul-24,1602.8
16-Jul-24,1609.95
18-Jul-24,1651.4
19-Jul-24,1639.7
22-Jul-24,1631.4
23-Jul-24,1617.8
24-Jul-24,1578.45
25-Jul-24,1571.45
26-Jul-24,1586.05
29-Jul-24,1617.4
30-Jul-24,1644.4
31-Jul-24,1653.3
1-Aug-24,1633.8
2-Aug-24,1624
5-Aug-24,1567.3
6-Aug-24,1564
7-Aug-24,1571.7
8-Aug-24,1541.45
9-Aug-24,1560.1
12-Aug-24,1558.65
13-Aug-24,1544.35
14-Aug-24,1529.15
16-Aug-24,1550.2
19-Aug-24,1551.85
20-Aug-24,1602.3
21-Aug-24,1619.25
22-Aug-24,1626.25
23-Aug-24,1640.2
26-Aug-24,1686.7
27-Aug-24,1721.55
28-Aug-24,1714
29-Aug-24,1755.25
30-Aug-24,1782.45
2-Sep-24,1840.1
3-Sep-24,1863.95
4-Sep-24,1871.95
5-Sep-24,1864.45
6-Sep-24,1856.75
9-Sep-24,1858.9
10-Sep-24,1825.3
11-Sep-24,1832.7
12-Sep-24,1853.5
13-Sep-24,1893.75
16-Sep-24,1858.05
17-Sep-24,1848.5
18-Sep-24,1887.5
19-Sep-24,1890.9
20-Sep-24,1917.05
23-Sep-24,1919.95
24-Sep-24,1905.45
25-Sep-24,1926.35
26-Sep-24,1982.35
27-Sep-24,2010.7
30-Sep-24,1972.8
1-Oct-24,1974.55
3-Oct-24,1913.2
4-Oct-24,1882.85
7-Oct-24,1879.9
8-Oct-24,1837.2
9-Oct-24,1867.55
10-Oct-24,1875.4
11-Oct-24,1876.35
14-Oct-24,1866.8
15-Oct-24,1854.5
16-Oct-24,1857.65
17-Oct-24,1815.35
18-Oct-24,1819.75
21-Oct-24,1758.75
22-Oct-24,1723.2
23-Oct-24,1739.95
24-Oct-24,1741.7
25-Oct-24,1707.1
28-Oct-24,1730.15
29-Oct-24,1767.85
30-Oct-24,1752.1
31-Oct-24,1751.7
1-Nov-24,1755.1
4-Nov-24,1712.3
5-Nov-24,1734.45
6-Nov-24,1747.6
7-Nov-24,1730.2
8-Nov-24,1740.85
11-Nov-24,1717.6
12-Nov-24,1691.65
13-Nov-24,1664.6
14-Nov-24,1639.9
18-Nov-24,1615.65
19-Nov-24,1594.95
21-Nov-24,1568.65
22-Nov-24,1601.6
25-Nov-24,1605.35
26-Nov-24,1594.85
27-Nov-24,1600.35
28-Nov-24,1574.8
29-Nov-24,1580.05
2-Dec-24,1596.7
3-Dec-24,1607.35
4-Dec-24,1628.6
5-Dec-24,1644
6-Dec-24,1635.85
9-Dec-24,1638.05
10-Dec-24,1664.05
11-Dec-24,1684.6
12-Dec-24,1679.15
13-Dec-24,1679.55
16-Dec-24,1672.55
17-Dec-24,1641.95
18-Dec-24,1630.7
19-Dec-24,1590.2
20-Dec-24,1569.1
23-Dec-24,1564.1
24-Dec-24,1564.3
26-Dec-24,1559.8
27-Dec-24,1578.6
30-Dec-24,1575.95
31-Dec-24,1568
1-Jan-25,1576.7
2-Jan-25,1700.6
3-Jan-25,1700.5
6-Jan-25,1684.45
7-Jan-25,1684.6
8-Jan-25,1696.35
9-Jan-25,1690.55
10-Jan-25,1699.85
13-Jan-25,1674.6
14-Jan-25,1712.25
15-Jan-25,1672.1
16-Jan-25,1696.6
17-Jan-25,1681.1
20-Jan-25,1734.6
21-Jan-25,1715.55
22-Jan-25,1743.45
23-Jan-25,1745.75
24-Jan-25,1728.5
27-Jan-25,1711.7
28-Jan-25,1767.9
29-Jan-25,1789.4
30-Jan-25,1744.7
31-Jan-25,1737.15
1-Feb-25,1754.15
3-Feb-25,1794.45
4-Feb-25,1814.1
5-Feb-25,1796.35
6-Feb-25,1787.35
7-Feb-25,1797.55
10-Feb-25,1792.85
11-Feb-25,1744.5
12-Feb-25,1787.55
13-Feb-25,1849.2
14-Feb-25,1840.45
17-Feb-25,1892.55
18-Feb-25,1893.4
19-Feb-25,1874.65
20-Feb-25,1880.85
21-Feb-25,1878.45
24-Feb-25,1857.55
25-Feb-25,1875.95
27-Feb-25,1924.55
28-Feb-25,1873
3-Mar-25,1838.2
4-Mar-25,1790.3
5-Mar-25,1802
6-Mar-25,1845.15
7-Mar-25,1846.85
10-Mar-25,1838.85
11-Mar-25,1805.5
12-Mar-25,1818.9
13-Mar-25,1806.95
17-Mar-25,1871.85
18-Mar-25,1845
19-Mar-25,1841.7
20-Mar-25,1851.3
21-Mar-25,1845.65
24-Mar-25,1894.8
25-Mar-25,1946.1
26-Mar-25,1942.7
27-Mar-25,2005.4
28-Mar-25,2005.95
1-Apr-25,1936.5
2-Apr-25,1927.6
3-Apr-25,1920.85
4-Apr-25,1912.15
7-Apr-25,1852.15
8-Apr-25,1902.95
9-Apr-25,1896.4
11-Apr-25,1945.65
15-Apr-25,1967.85
16-Apr-25,1969.9
17-Apr-25,2033.75
21-Apr-25,2104.25
22-Apr-25,2077.9
23-Apr-25,2100
24-Apr-25,2105.4
25-Apr-25,2045.35
28-Apr-25,2048.75
29-Apr-25,2065
30-Apr-25,1952.4
2-May-25,1957
5-May-25,2025.4
6-May-25,2032.45
7-May-25,2028.85
8-May-25,2005.65
9-May-25,1970.3
12-May-25,2050.6
13-May-25,2018.15
14-May-25,2019.6
15-May-25,2042.3
16-May-25,2033.7
19-May-25,2037.85
20-May-25,2002.3
21-May-25,2036.65
22-May-25,2000
23-May-25,2036.75
26-May-25,2050.45
27-May-25,2030.15
28-May-25,2021.1
29-May-25,2010.8
30-May-25,2015.8
2-Jun-25,2029.3
3-Jun-25,1991.4
4-Jun-25,1955.75
5-Jun-25,1943.5
6-Jun-25,1989.4
9-Jun-25,2017
10-Jun-25,1998.35
11-Jun-25,2012.4
12-Jun-25,2027
13-Jun-25,2010.9
16-Jun-25,2028.15
17-Jun-25,2003.6
18-Jun-25,1980.45
19-Jun-25,1966.6
20-Jun-25,1983.35
23-Jun-25,1997.5
24-Jun-25,2008.5
25-Jun-25,2010.95
26-Jun-25,2052.4
27-Jun-25,2042.9
30-Jun-25,2054.35
1-Jul-25,2053.15
2-Jul-25,2008.1
3-Jul-25,1980.35
